tipo,usina,tipo_de_leilao,leilao,pot_MW,garantia_fisica_MW_medio,lotes_vendidos,preco_por_MW,localizacao,fonte,mod,invest_previsto,empresa_consorcio,invest_por_MW
UTE,UTE Bevap,Reserva,Leilão 3/2011,60.0,33.1,1,100.09,João Pinheiro/MG,UTE,PIE,51500000.0,Bioenergética Vale do Paracatu S.A.,858333.3333333334
EOL,EOL Caiçara 2,Reserva,Leilão 3/2011,28.8,14.5,"14,5",100.07,Caiçara do Norte/RN,Vento,PIE,105970000.0,Bioenergy Geradora de Energia S.A.,3679513.888888889
EOL,EOL Caiçara do Norte 1,Reserva,Leilão 3/2011,28.8,13.7,"13,7",100.07,Caiçara do Norte/RN,Vento,PIE,105970000.0,Bioenergy Geradora de Energia S.A.,3679513.888888889
EOL,EOL Caititu,Reserva,Leilão 3/2011,20.8,10.5,"10,5",99.98,Pindaí/BA,Vento,PIE,36837700.0,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda.",1771043.2692307692
EOL,EOL Carcará 1,Reserva,Leilão 3/2011,28.8,16.3,"13,8",99.92,Areia Branca/RN,Vento,PIE,142685000.0,"Consórcio Carcará 1: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",4954340.277777778
EOL,EOL Carnaúbas,Reserva,Leilão 3/2011,27.2,13.1,"13,1",98.92,São Miguel do Gostoso/RN,Vento,PIE,127088000.0,"Consórcio Carnaúbas: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",4672352.94117647
EOL,EOL Coqueirinho,Reserva,Leilão 3/2011,22.4,13.5,"13,5",96.97,Pindaí/BA,Vento,PIE,39671180.0,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda.",1771034.8214285716
EOL,EOL Corredor do Senandes II,Reserva,Leilão 3/2011,21.6,10.6,"10,6",99.5,Rio Grande/RS,Vento,PIE,83002150.0,"Consórcio Investidor Corredor do Senandes II: 
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes II Ltda.",3842692.129629629
EOL,EOL Corredor do Senandes III,Reserva,Leilão 3/2011,27.0,13.2,"13,2",99.5,Rio Grande/RS,Vento,PIE,103706950.0,"Consórcio Investidor Corredor do Senandes III: 
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes III Ltda.",3840998.1481481483
EOL,EOL Corredor do Senandes IV,Reserva,Leilão 3/2011,27.0,12.9,"12,9",99.5,Rio Grande/RS,Vento,PIE,103706950.0,"Consórcio Investidor Corredor do Senandes IV:
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Corredor do Senandes IV Ltda.",3840998.1481481483
EOL,EOL Corrupião,Reserva,Leilão 3/2011,22.4,13.7,"13,7",96.97,Pindaí/BA,Vento,PIE,94474680.0,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda.",4217619.642857143
EOL,EOL Famosa I,Reserva,Leilão 3/2011,22.5,11.1,"10,4",99.7,Tibau/RN,Vento,PIE,80121000.0,"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda.",3560933.3333333335
UTE,UTE Guaçu,Reserva,Leilão 3/2011,30.0,25.5,15,101.99,Aripuanã/MT,Cavaco / Resíduo de Madeira ,PIE,86735000.0,Guaçu Geração de Energia S.A.,2891166.6666666665
UTE,UTE Iaco,Reserva,Leilão 3/2011,30.0,12.8,4,101.49,Chapadão do Sul/MS,Bagaço de Cana-de-Açúcar,AP,74276490.0,Iaco Agrícola S.A,2475883.0
EOL,EOL Inhambu,Reserva,Leilão 3/2011,25.6,15.5,"15,5",96.97,Caetité/BA,Vento,PIE,45335050.0,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda.",1770900.390625
EOL,EOL Malhadinha 1,Reserva,Leilão 3/2011,22.0,12.8,12,98.95,Ibiapina/CE,Vento,PIE,91120000.0,"Consórcio Malhadinha I: 
Servtec Investimentos e Participações Ltda.
Servtec Energia Ltda.
Servtec RM Participações S.A.
Gerabras Participações Ltda.",4141818.1818181816
UTE,UTE Meridiano,Reserva,Leilão 3/2011,60.0,18.8,"0,1",98.77,Meridiano/SP,UTE,PIE,83727390.0,Noble Brasil S.A.,1395456.5
EOL,EOL Miassaba 4,Reserva,Leilão 3/2011,28.8,13.5,"13,5",100.07,Caiçara do Norte e São Bento do Norte/RN,Vento,PIE,105970000.0,Miassaba Geradora Eólica S.A.,3679513.888888889
UTE,UTE Noble Energia II,Reserva,Leilão 3/2011,30.0,16.2,"0,1",98.78,Meridiano/SP,UTE,PIE,74450650.0,Noble Brasil S.A.,2481688.3333333335
EOL,Parque Eólico dos  Índios 2,Reserva,Leilão 3/2011,28.0,11.5,"11,5",100.01,Osório/RS,Vento,PIE,127823230.0,"Consórcio Elecnor-Enerfín 2011: 
Enerfin do Brasil Sociedade de Energia Ltda.
Elecnor S.A.",4565115.357142857
EOL,Parque Eólico Lanchinha,Reserva,Leilão 3/2011,28.0,13.2,"13,2",101.68,RN,Vento,PIE,102222000.0,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L",3650785.714285714
EOL,Parque Eólico Pelado,Reserva,Leilão 3/2011,20.0,9.0,9,100.69,Bodó/RN,Vento,PIE,74775200.0,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L",3738760.0
EOL,EOL Pau Brasil,Reserva,Leilão 3/2011,15.0,7.7,"7,1",99.7,Icapuí/CE,Vento,PIE,52227000.0,"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda.",3481800.0
EOL,EOL Reduto,Reserva,Leilão 3/2011,28.8,14.4,"13,9",98.92,São Miguel do Gostoso/RN,Vento,PIE,128922000.0,"Consórcio Reduto: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",4476458.333333333
EOL,EOL Rosada,Reserva,Leilão 3/2011,30.0,13.4,"12,8",99.7,"Tibau, RN",Vento,PIE,104553000.0,"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda.",3485100.0
EOL,EOL Santa Helena,Reserva,Leilão 3/2011,30.0,16.0,16,101.98,João Câmara/RN,Vento,PIE,111000000.0,Santa Helena Energias Renováveis S.A.,3700000.0
EOL,EOL Santo Cristo,Reserva,Leilão 3/2011,28.8,15.3,"14,8",98.92,Touros/RN,Vento,PIE,128922000.0,"Consórcio Santo Cristo: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",4476458.333333333
EOL,EOL São João,Reserva,Leilão 3/2011,28.8,14.3,"14,3",98.92,São Miguel do Gostoso/RN,Vento,PIE,128922000.0,"Consórcio São João: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",4476458.333333333
EOL,EOL São Paulo,Reserva,Leilão 3/2011,17.5,8.1,"7,6",99.7,Icapuí/CE,Vento,PIE,62261000.0,"Consórcio Famosa: 
Empresa Brasileira de Desenvolvimento e Participações Ltda.
Comercial Mineira S.A.
Ventos Tecnologia Elétrica Ltda.",3557771.4285714286
EOL,EOL SM,Reserva,Leilão 3/2011,30.0,15.7,"15,7",101.98,João Câmara/RN,Vento,PIE,111000000.0,Santa Maria Energias Renováveis S.A.,3700000.0
EOL,EOL Tamanduá Mirim,Reserva,Leilão 3/2011,24.0,13.6,"13,6",96.97,BA,Vento,PIE,42501610.0,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda.",1770900.4166666667
EOL,EOL Teiu,Reserva,Leilão 3/2011,17.6,8.2,"8,2",99.98,Pindaí/BA,Vento,PIE,74230250.0,"Consórcio Brazil Wind:
Brazil Energy S.A.
Sequóia Capital Ltda.",4217627.840909091
UTE,UTE Tropical Bioenergia,Reserva,Leilão 3/2011,50.0,19.7,"7,3",95.0,Etéia/GO,UTE,PIE,58279000.0,Tropical Bioenergia S.A.,1165580.0
UTE,UTE Vale do Rosário,Reserva,Leilão 3/2011,97.0,34.4,"10,8",101.5,Morro Agudo/SP,UTE,PIE,1100000.0,LDC-SEV Bioenergia S.A.- Unidade Vale do Rosário,11340.20618556701
EOL,EOL Vento Aragano I,Reserva,Leilão 3/2011,28.8,13.8,"13,8",99.5,Rio Grande/RS,Vento,PIE,110608550.0,"Consórcio Investidor Vento Aragano I: 
Odebrecht Energias Alternativas S.A.
Central Geradora Eólica Vento Aragano I Ltda.",3840574.6527777775
EOL,EOL Ventos de Santa Rosa,Reserva,Leilão 3/2011,30.0,13.5,"13,5",99.21,Tianguá/CE,Vento,PIE,115420000.0,"Consórcio Ventos de Santa Rosa: 
Energimp S.A.
Ventos de Santa Rosa Energias Renováveis S.A.",3847333.3333333335
EOL,EOL Ventos de Santo Inácio,Reserva,Leilão 3/2011,30.0,13.2,"13,2",100.79,Tianguá/CE,Vento,PIE,115420000.0,"Consórcio Ventos de Santo Inácio: 
Energimp S.A.
Ventos de Santo Inácio Energias Renováveis S.A.",3847333.3333333335
EOL,EOL Ventos de Santo Uriel,Reserva,Leilão 3/2011,16.1,9.0,9,101.19,Touros/RN,Vento,PIE,60934000.0,"Consórcio Desa Santo Uriel:
 Dobrevê Energia S.A. 
Ludesa Participações S.A. 
Ventos de Santo Uriel Energias Renováveis S.A.",3784720.4968944094
EOL,EOL Ventos de São Geraldo,Reserva,Leilão 3/2011,30.0,14.6,"14,6",99.11,Tianguá/CE,Vento,PIE,115420000.0,"Consórcio Ventos de São Geraldo:
Energimp S.A.
Ventos de São Geraldo Energias Renováveis S.A.",3847333.3333333335
EOL,EOL Ventos de Sebastião,Reserva,Leilão 3/2011,30.0,13.4,"13,4",99.69,Tianguá/CE,Vento,PIE,115420000.0,"Consórcio Ventos de São Sebastião: 
Energimp S.A.
Ventos de São Sebastião Energias Renováveis S.A.",3847333.3333333335
EOL,EOL Ventos da Andorinha,A-5,Leilão 7/2011,29.9,15.9,"15,9",102.49,Campo Formoso/BA,Vento,PIE,102940000.0,"Consórcio Ventos da Andorinha Energias Renováveis S.A.: 
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda.",3442809.364548495
EOL,EOL Marco dos Ventos 1,A-5,Leilão 7/2011,28.8,16.3,"16,3",104.34,MA ,Vento,PIE,105970000.0,Bioenergy Geradora de Energia S.A.,3679513.888888889
EOL,EOL Marco dos Ventos 2,A-5,Leilão 7/2011,28.8,16.3,"16,3",104.62,MA ,Vento,PIE,105970000.0,Bioenergy Geradora de Energia S.A.,3679513.888888889
EOL,EOL Cataventos Embuaca,A-5,Leilão 7/2011,12.0,6.7,"6,2",107.31,CE,Vento,PIE,48127000.0,"Consórcio Cataventos Embuaca: 
Cataventos Embuaca - Geração de Energias Renováveis Ltda.
Tecneira - Tecnologias Energéticas, S.A.",4010583.3333333335
EOL,EOL Baixa do Feijão I,A-5,Leilão 7/2011,30.0,14.8,"14,4",97.0,RN,Vento,PIE,117027700.0,EDP Renováveis Brasil S.A.,3900923.3333333335
EOL,EOL Baixa do Feijão  II,A-5,Leilão 7/2011,30.0,14.4,14,97.0,RN,Vento,PIE,117027700.0,EDP Renováveis Brasil S.A.,3900923.3333333335
EOL,EOL Baixa do Feijão  III,A-5,Leilão 7/2011,30.0,14.3,"13,9",97.0,RN,Vento,PIE,117027700.0,EDP Renováveis Brasil S.A.,3900923.3333333335
EOL,EOL Baixa do Feijão  IV,A-5,Leilão 7/2011,30.0,13.7,"13,3",97.0,RN,Vento,PIE,117027700.0,EDP Renováveis Brasil S.A.,3900923.3333333335
EOL,EOL Força 1,A-5,Leilão 7/2011,22.0,9.9,"9,9",104.9,RS,Vento,PIE,79823590.0,Enerfín do Brasil Sociedade de Energia Ltda,3628345.0
EOL,EOL Força 2,A-5,Leilão 7/2011,28.0,12.4,"12,4",104.9,RS,Vento,PIE,102258910.0,Enerfín do Brasil Sociedade de Energia Ltda,3652103.9285714286
EOL,EOL Força 3,A-5,Leilão 7/2011,22.0,9.5,"9,5",104.9,RS,Vento,PIE,79823590.0,Enerfín do Brasil Sociedade de Energia Ltda,3628345.0
EOL,EOL Parque Eólico dos Indios 3,A-5,Leilão 7/2011,22.0,8.8,"8,8",103.99,RS,Vento,PIE,79823590.0,"Consórcio Elecnor-Enerfín 2011-II: 
Enerfín do Brasil Sociedade de Energia Ltda
Elecnor, S.A.",3628345.0
EOL,EOL Ventos de Campo Formoso I,A-5,Leilão 7/2011,29.9,15.5,"15,5",102.49,BA,Vento,PIE,102940000.0,"Consórcio Ventos de Campo Formoso I Energias Renováveis S.A.:
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda.",3442809.364548495
EOL,EOL Ventos de Campo Formoso II,A-5,Leilão 7/2011,29.9,15.5,"15,5",102.49,BA,Vento,PIE,102940000.0,"Consórcio Ventos de Campo Formoso II Energias Renováveis S.A.:
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda.",3442809.364548495
EOL,EOL Macambira I,A-5,Leilão 7/2011,20.0,9.7,"9,7",106.94,RN,Vento,PIE,73325200.0,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",3666260.0
EOL,EOL Macambira II,A-5,Leilão 7/2011,18.0,9.0,9,106.82,RN,Vento,PIE,70171920.0,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",3898440.0
EOL,EOL Parque Eólico Cabeço Preto III,A-5,Leilão 7/2011,28.0,13.6,"13,6",108.12,RN,Vento,PIE,110237000.0,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",3937035.714285714
EOL,EOL Parque Eólico Cabeço Preto V,A-5,Leilão 7/2011,28.8,14.0,14,106.96,RN,Vento,PIE,110237000.0,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",3827673.611111111
EOL,EOL Parque Eólico Cabeço Preto VI,A-5,Leilão 7/2011,19.8,9.5,"9,5",106.98,RN,Vento,PIE,77580000.0,"Consórcio Gestamp Eólica: 
Gestamp Eólica Brasil S.A.
Corporacion Gestamp S.L.",3918181.818181818
EOL,EOL Goiabeira,A-5,Leilão 7/2011,19.2,9.9,"8,7",107.7,CE,Vento,PIE,67233000.0,"Consórcio Goiabeira: 
Alupar Investimento S.A
Furnas Centrais Elétricas S.A.
Central Eólica Goiabeira Ltda",3501718.75
EOL,EOL Ventos de Horizonte,A-5,Leilão 7/2011,14.4,7.3,"6,4",107.69,CE,Vento,PIE,51940000.0,"Consórcio Horizonte: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Horizonte Ltda",3606944.4444444445
EOL,EOL Jandaia ,A-5,Leilão 7/2011,28.8,14.1,"11,7",107.7,CE,Vento,PIE,97564000.0,"Consórcio Jandaia:
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Jandaia Ltda",3387638.888888889
EOL,EOL São Januário,A-5,Leilão 7/2011,19.2,9.0,"7,9",107.69,CE,Vento,PIE,71633000.0,"Consórcio São Januário: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica São Januário Ltda",3730885.416666667
EOL,EOL Ubatuba,A-5,Leilão 7/2011,12.6,5.8,"5,1",107.69,CE,Vento,PIE,44967000.0,"Consórcio Ubatuba: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Ubatuba Ltda",3568809.523809524
EOL,EOL Jandaia I,A-5,Leilão 7/2011,19.2,9.9,"8,7",107.7,CE,Vento,PIE,69473000.0,"Consórcio Jandaia I: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Jandaia I",3618385.416666667
EOL,EOL Ventos de Morrinhos,A-5,Leilão 7/2011,29.9,15.0,15,102.49,BA,Vento,PIE,102940000.0,"Consórcio Ventos de Morrinhos Energias Renováveis S.A.: 
Atlantic Energias Renováveis S.A.
Casa dos Ventos Energias Renováveis Ltda.",3442809.364548495
EOL,EOL Nossa Senhora de Fátima,A-5,Leilão 7/2011,28.8,12.8,"11,2",107.69,CE,Vento,PIE,97654000.0,"Consórcio Nossa Senhora de Fátima: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Nossa Senhora de Fatima Ltda",3390763.888888889
EOL,EOL Pontal 3B,A-5,Leilão 7/2011,25.6,11.0,11,106.97,RS,Vento,PIE,102140400.0,Oleoplan S.A. - Óleos Vegetais Planalto,3989859.375
EOL,EOL Pitombeira,A-5,Leilão 7/2011,27.0,13.9,"12,2",107.7,CE,Vento,PIE,91226000.0,"Consórcio Pitombeira: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Pitombeira Ltda",3378740.7407407407
EOL,EOL Santa Catarinha,A-5,Leilão 7/2011,16.0,8.5,"7,5",107.7,CE,Vento,PIE,52855000.0,"Consórcio Santa Catarina:
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica Santa Catarina Ltda",3303437.5
EOL,EOL São Clemente,A-5,Leilão 7/2011,19.2,9.3,"8,2",107.69,CE,Vento,PIE,71633000.0,"Consórcio São Clemente: 
Alupar Investimento S.A.
Furnas Centrais Elétricas S.A.
Central Eólica São Clemente Ltda",3730885.416666667
EOL,EOL Ventos do Sertão,A-5,Leilão 7/2011,29.9,15.7,"12,7",109.4,BA,Vento,PIE,102940000.0,"Consórcio Ventos do Sertão Energias Renováveis S.A.: 
Atlantic Energias Renováveis S.A.
Casa Dos Ventos Energias Renováveis Ltda.",3442809.364548495
UTE,UTE Conquista do Pontal,A-5,Leilão 7/2011,50.0,5.4,1,95.0,SP,Bagaço de Cana-de-Açúcar,PIE,86754000.0,Usina Conquista do Pontal S.A.,1735080.0
UTE,UTE Porto das Águas (II Fase),A-5,Leilão 7/2011,50.0,37.7,20,103.46,GO,Bagaço de Cana-de-Açúcar,PIE,149100000.0,Usina Porto das Águas Ltda,2982000.0
EOL,EOL Caiçara I,A-5,Leilão 7/2011,30.6,14.6,"13,5",107.98,CE,Vento,PIE,100893000.0,"Consórcio Caiçara I:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco",3297156.862745098
EOL,EOL Caiçara II,A-5,Leilão 7/2011,19.8,9.6,"9,3",107.98,CE,Vento,PIE,67768000.0,"Consórcio Caiçara II:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco",3422626.2626262624
EOL,EOL Carcará 2,A-5,Leilão 7/2011,28.8,14.6,"13,5",107.03,RN,Vento,PIE,101889000.0,"Consórcio Carcará 2: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",3537812.5
EOL,EOL Junco I,A-5,Leilão 7/2011,30.6,13.1,"12,1",107.98,CE,Vento,PIE,100893000.0,"Consórcio Junco I:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco",3297156.862745098
EOL,EOL Junco II,A-5,Leilão 7/2011,30.6,13.3,"11,4",107.98,CE,Vento,PIE,100893000.0,"Consórcio Junco II:
Voltalia Energia do Brasil Ltda.
Voltalia S.A.
Companhia Hidro Elétrica do São Francisco",3297156.862745098
EOL,EOL Terral,A-5,Leilão 7/2011,28.8,16.0,"13,5",107.03,RN,Vento,PIE,101687000.0,"Consórcio Terral: 
Voltalia Energia do Brasil Ltda.
Voltalia S.A.",3530798.611111111
EOL,EOL Morro dos Ventos II,A-5,Leilão 7/2011,28.8,15.3,"15,1",107.46,RN,Vento,PIE,115200000.0,"Consórcio Desa Wind II: 
Dobrevê Energia S.A.
WF Wind Holding II S.A.",4000000.0
UHE,UHE São Roque,A-5,Leilão 7/2011,135.0,90.9,"81,8",91.2,SC,Água - Rio Canoas,PIE,652002390.0,Desenvix Energias Renováveis S.A.,4829647.333333333
UHE,UHE Santo Antonio do Jari,A-5,Leilão 6/2012,73.4,21.6,"20,9",82.0,AP ,Água - Rio Jari,PIE,243500080.0,ECE Participações S.A.,3317439.7820163486
UHE,UHE Cachoeira  do Caldeirão,A-5,Leilão 6/2012,219.0,129.7,"129,7",95.31,AP ,Água - Rio Araguari ,PIE,855930626.0,EDP - Energias do Brasil S.A.,3908359.02283105
EOL,EOL Ventos do Norte 1,A-5,Leilão 6/2012,28.8,16.6,"16,6",87.77,MA ,Vento,PIE,77770000.0,Bioenergy Geradora de Energia S.A.,2700347.222222222
EOL,EOL Ventos do Norte 2,A-5,Leilão 6/2012,28.8,17.0,17,87.77,MA ,Vento,PIE,77770000.0,Bioenergy Geradora de Energia S.A.,2700347.222222222
EOL,EOL Ventos do Norte 3,A-5,Leilão 6/2012,28.8,16.6,"16,6",87.77,MA ,Vento,PIE,77770000.0,Bioenergy Geradora de Energia S.A.,2700347.222222222
EOL,EOL Ventos do Norte 4,A-5,Leilão 6/2012,28.8,16.7,"16,7",87.77,MA ,Vento,PIE,77770000.0,Bioenergy Geradora de Energia S.A.,2700347.222222222
EOL,EOL Ventos do Norte 5,A-5,Leilão 6/2012,28.8,16.7,"16,7",87.77,MA ,Vento,PIE,77770000.0,Bioenergy Geradora de Energia S.A.,2700347.222222222
EOL,EOL Ventos do Norte 6,A-5,Leilão 6/2012,28.8,16.4,"16,4",87.77,MA ,Vento,PIE,77770000.0,Bioenergy Geradora de Energia S.A.,2700347.222222222
EOL,EOL Ventos do Norte 7,A-5,Leilão 6/2012,28.8,16.2,16,87.77,MA ,Vento,PIE,77770000.0,Bioenergy Geradora de Energia S.A.,2700347.222222222
EOL,EOL Dois Riachos,A-5,Leilão 6/2012,29.9,13.9,"13,9",89.2,BA ,Vento,PIE,144121200.0,"Consórcio EGP - Serra Azul: 
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)",4820107.023411372
EOL,EOL Granja Vargas 1,A-5,Leilão 6/2012,28.0,11.5,"11,5",87.5,RS ,Vento,PIE,102258910.0,Enerfín do Brasil Sociedade de Energia Ltda.,3652103.9285714286
EOL,EOL São Salvador,A-5,Leilão 6/2012,22.4,10.6,"10,2",88.68,BA ,Vento,PIE,62888030.0,Renova Energia S.A.,2807501.3392857146
EOL,EOL Assuruá II,LER,Leilão 5/2013,30.0,14.6,"14,6",102.77,BA ,Vento,PIE,112558000.0,Centrais Eólicas Assuruá S.A.,3751933.3333333335
EOL,EOL Assuruá V,LER,Leilão 5/2013,20.0,10.1,"10,1",102.78,BA ,Vento,PIE,90864000.0,Centrais Eólicas Assuruá S.A.,4543200.0
EOL,EOL Assuruá VII,LER,Leilão 5/2013,18.0,8.9,"8,9",102.79,BA ,Vento,PIE,69169000.0,Centrais Eólicas Assuruá S.A.,3842722.222222222
EOL,EOL Caetité A,LER,Leilão 5/2013,30.0,12.1,"11,9",116.29,BA ,Vento,PIE,88587000.0,Centrais Eólicas de Caetité Participações S.A.,2952900.0
EOL,EOL Caetité B,LER,Leilão 5/2013,30.0,10.9,"10,8",116.29,BA ,Vento,PIE,88587000.0,Centrais Eólicas de Caetité Participações S.A.,2952900.0
EOL,EOL Baraúnas I,LER,Leilão 5/2013,29.7,12.4,"12,2",115.8,BA ,Vento,PIE,103950000.0,"Consórcio Baraúnas I:
Brennand Energia S.A (50,9%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)
Brennand Energia Eólica S.A (0,1%)",3500000.0
EOL,EOL Esperança,LER,Leilão 5/2013,29.9,14.7,"14,7",102.4,BA ,Vento,PIE,139561000.0,"Consórcio EGP-Desenvolvimento:
Enel Brasil Participações Ltda. (99%)
Enel Green Power Desenvolvimento Ltda. (1%)",4667591.973244147
EOL,EOL Damascena,LER,Leilão 5/2013,29.9,16.7,"16,1",98.5,BA ,Vento,PIE,144121200.0,"Consórcio EGP-Serra Azul:
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)",4820107.023411372
EOL,EOL Maniçoba,LER,Leilão 5/2013,29.9,16.1,"15,5",102.7,BA ,Vento,PIE,134488800.0,"Consórcio EGP-Serra Azul:
Enel Brasil Participações Ltda. (99%)
Parque Eólico Serra Azul Ltda. (1%)",4497953.177257526
EOL,EOL Acauã,LER,Leilão 5/2013,12.0,3.1,"2,6",105.95,BA ,Vento,PIE,34423850.0,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)",2868654.1666666665
EOL,EOL Angical 2,LER,Leilão 5/2013,14.0,5.1,"4,9",105.95,BA ,Vento,PIE,40161150.0,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)",2868653.5714285714
EOL,EOL Arapapá,LER,Leilão 5/2013,10.0,2.2,"1,9",105.95,BA ,Vento,PIE,28686820.0,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)",2868682.0
EOL,EOL Caititu 2,LER,Leilão 5/2013,14.0,5.1,"5,1",105.95,BA ,Vento,PIE,40161150.0,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)",2868653.5714285714
EOL,EOL Caititu 3,LER,Leilão 5/2013,14.0,4.7,"4,7",105.95,BA ,Vento,PIE,40161150.0,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)",2868653.5714285714
EOL,EOL Carcará,LER,Leilão 5/2013,10.0,4.6,"4,6",105.95,BA ,Vento,PIE,28686580.0,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)",2868658.0
EOL,EOL Corrupião 3,LER,Leilão 5/2013,14.0,4.2,"4,2",105.95,BA ,Vento,PIE,40161150.0,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)",2868653.5714285714
EOL,EOL Teiú 2,LER,Leilão 5/2013,14.0,4.2,"3,7",105.95,BA ,Vento,PIE,40161150.0,"Consórcio Expansão Guirapá:
Sequoia Capital Ltda. (51%)
Companhia Hidro Elétrica do São Francisco – CHESF (49%)",2868653.5714285714
EOL,EOL Bom Jesus,LER,Leilão 5/2013,18.0,8.1,"7,9",115.9,CE,Vento,PIE,69198750.0,"Consórcio Bom Jesus:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Bom Jesus Ltda.(0,01%)",3844375.0
EOL,EOL Cachoeira,LER,Leilão 5/2013,12.0,5.0,"4,8",115.9,CE,Vento,PIE,46193540.0,"Consórcio Cachoeira:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Cachoeira Ltda. (0,01%)",3849461.6666666665
EOL,EOL Pitimbu,LER,Leilão 5/2013,18.0,7.2,"6,4",115.9,CE,Vento,PIE,70031890.0,"Consórcio Pitimbu:
Fundo de Investimento em Participações Caixa Milão (50,99%)
Furnas Centrais Elétricas S.A. (49%)
Central Eólica Pitimbu Ltda. (0,01%)",3890660.5555555555
